Gene_name,TCGA-38-4625-01A-01R-1206-07,TCGA-44-3396-01A-01R-1206-07,TCGA-38-4627-01A-01R-1206-07,TCGA-38-4626-01A-01R-1206-07,TCGA-44-2665-01A-01R-A278-07,TCGA-44-2661-01A-01R-1107-07,TCGA-44-2657-01A-01R-1107-07,TCGA-44-2668-01A-01R-0946-07,TCGA-44-2668-01A-01R-A278-07,TCGA-44-2662-01A-01R-0946-07,TCGA-44-2655-01A-01R-0946-07,TCGA-38-4632-01A-01R-1755-07,TCGA-44-2665-01A-01R-0946-07,TCGA-44-2662-01A-01R-A278-07,TCGA-38-4625-01A-01R-1206-07.1,TCGA-38-4632-11A-01R-1755-07,TCGA-38-4627-11A-01R-1758-07,TCGA-44-2665-11A-01R-1758-07,TCGA-44-2662-11A-01R-1758-07,TCGA-44-2661-11A-01R-1758-07,TCGA-44-2668-11A-01R-1758-07,TCGA-38-4625-11A-01R-1758-07,TCGA-44-3396-11A-01R-1758-07,TCGA-44-2657-11A-01R-1758-07,TCGA-38-4626-11A-01R-1758-07,TCGA-44-2655-11A-01R-1758-07
UBE2N,31,12040,6004,7524,4022,7644.97,2568,7455.98,2172,5213,12534.99,3880,5389.99,2590,11042.98,2892,5668,4862.98,3316,2898,5077,5283.98,5610.99,3315,6828.99,4826.99
MAP7D3,0,883,604,1056,307,334,356,428,173,557,355,84,438,395,2557,206,517,922,595,734,599,626,1226,432,577,1006
SRI,1,14963,7870,6393,3240,7140,3596,5012,1596,14542,10201,6343,3944,9031,15542,2533,4905,4767,3184,3350,3733,7056,6023,3107,7691,5538
SEPSECS,0,1249,635,982,1117,726,534,740,343,601,1611,217,800,630,726,278,360,524,332,529,376,655,841,391,648,778
SPATA9,0,29.32,14,23,45.23,27.11,5.53,37,16,54.55,15.84,15,39.61,16,10.59,2,10.6,13,4,9,4,14,10,6,15.37,14.04
PPP1R9B,0,9854,4818,9097,703,2927,3149,7315,2396,4661,5472,1407,3164,2422,4028,1453,3148,6057,5080,6102,5529,4281,7878,5666,4603,9528
MPP5,0,2816,2303,4708,3504,1839,1129,3511,1783,1836,4045,744,1998,1841,681,1059,1927,2371,2389,2418,2022,2802,3466,1499,2255,4030
UGP2,1,13270,10889,12282,8721,6944,3265,14570,5906,13674,20765,3916,6833,10553,7447,3154,5919,6286,5090,5270,6877,8533,8025,3635,8088,8133
PRR11,20,1427.78,134,560,233.17,299,288,3469.96,924.68,2069,154,634.71,283.7,897.73,2419.69,55,71,130,94,148,191,92,203,211,153,147
ATP6V1B1,0,61,44,84,1,136,86,50,15,9,107,35,11,5,42,39,15,114,52,348,39,173,499,129,98,538
AUH,0,1007,530,1104,779,680,328,736,266,455,1278,396,572,394,743,416,541,614,417,519,456,963,747,466,865,759
RP11-3B7.1,0,18,11,15,1,2,1,9,1,3,5,4,13,6,3,1,4,7,5,4,5,6,6,2,13,10
SASH1,3,2623,2276,5662,1503,1100,825,1332,809,1696,2066,223,1143,1904,1317,1032,2437,6876,5817,4330,3761,4880,13171,2213,3911,9449
TRIP13,0,3349,392,517.25,259,260,425,3159,1166.21,8999,302,1998,319,6140.69,2272,70,114,129,44,76,139,184,223,217,499,166
FRS3,0,575,180,495,67,299,215,341,65,284,428,131,263,86,275,96,160,466,279,316,214,313,521,264,241,493
TADA2A,2,1490,240,1335,898,929,367,658,267,783,862,412,868,593,1226,223,271,752,429,554,505,494,814,527,789,881
AD000671.6,0,282.85,141.99,283.44,11.86,204.08,119.09,187.64,29.35,190.13,98.31,115.33,139.75,53.22,84.87,133.85,141.36,156.18,73.01,60.51,144.51,158.57,137.88,169.89,205.84,124.44
ISYNA1,0,5918.68,2356.03,1776.79,476.09,1265.98,2238.96,1480.59,372.68,2260.03,2028.84,2531.48,2177.47,965.32,320.33,303.11,1204.58,1572.8,874.47,1322.14,916.64,1343.55,1668.88,753.98,999.3,2397.91
YEATS2,0,3775.48,2096.49,3943.73,2693.79,1121.3,1409.83,6407.59,3248.16,5384.53,2212.39,484.89,2587.69,4715.05,3717.22,537.81,855.93,2853.29,2370.49,2412.13,1524.85,1251.64,2836.31,1486.36,1419.01,3744.39
ARL2BP,0,7440,7675,7168,3571,4858,2572,6182,1898,3829,7886,4970,5850,1970,5275,2610,5118,5138,3647,3844,3962,5456,5647,3025,5261,6303
WASF2,6,12737.92,11490,16294.95,2492.93,6324.96,5701.8,13006.83,2981.91,11655,11424.96,2900.95,7080.29,3969.91,5311.66,4583,6397,16397.56,13172.75,12974.59,14596.77,12062,23261.69,8681.79,9826.97,21391.87
CDADC1,0,414,424,728,181,419,262,367,126,128,825,121,372,94,419,218,310,488,361,382,353,454,620,328,529,654
STAB1,0,11319.74,8914.36,26075.07,5030.9,4206.08,2670,5457,2752.54,18397.97,2178.43,1167,5129.55,20708.04,6397.98,3732.76,3684.67,12112.92,6971.28,5695,9688.68,3160.95,11223.41,2558.55,3394.62,5144.99
POF1B,0,93,1524,193,1899,69,508,728,306,966,3041,7,1496,839,21,38,72,114,121,124,169,126,563,115,217,241
MUS81,0,3741.45,1613,2504.59,1299,1795.4,1267,2736.33,1028.72,2538,1876,741,1928,1895,2713.99,481,1292,1385,1206,1148,1371,1706,1673,1042,1719,1745.11
KREMEN1,0,2147,1945,4227,1699,1323,1317,4469,1295,1598,8739,2433,3182,750,1741,640,1162,2233,3332,1778,2512,2335,4021,1361,1848,4477
GLTPD1,0,3496,1632,2289,218,1227,1559,2410,889,1785,2496,1061,892,1287,1836,541,1226,2033,1070,1403,1691,1735,2151,1236,1730,2729
IL12A,0,64,22,104,17,45,57,73,30,17,43,43,26,16,55,20,123,15,29,49,35,67,68,45,85,87
ABCF2,0,10471,4623,5937,2465,2377,2010,4538,1679,6902,6156,2530,2628,4507,11418.94,1130,2016,2932,2019,2129,3703,2408,3402,2141,2543,3421
RASA4,1,5083.41,1862.44,3462.95,471.54,1488.55,821.67,2032.41,507.66,2875.59,1733.5,3260.95,1512.83,1348.57,1240.82,902.56,1120.49,2578.54,2938.54,2549.41,2606.13,1898.24,5323.76,927.33,2646.8,1457.27
SH3GL1,4,15340.76,7225.93,8656.89,1020.72,2823.97,2341.89,16493.91,4298.9,7578.76,3782.94,2425.97,6201.87,3057.54,11613.87,1596.97,3423.97,5157.92,3863.91,3437.95,4921.91,3740.62,4943.88,2754.91,4075.81,5169.88
INO80B,0,2222.28,1139.71,1605.14,363.32,902.17,670,1684.4,646.92,1055,1110.41,636.07,531.01,740.95,1881.44,368.42,645,1133.41,611.63,724,851.82,1147,1099,713.06,983,1061
SPACA4,0,36,9,91,9,44,15,11,3,23,46,2,32,14,4,5,1,19,16,20,13,13,11,6,13,15
LILRA2,0,502.19,444.87,1108.18,46,426.39,72,430.89,92,174.64,154,150.77,135,66.93,230,197.34,733.28,576.35,594.64,505.85,1302.24,1832.77,912.93,256.54,1469.39,631.78
SLCO2A1,0,6969,5830,10511,1116,2025,1546,16717,1817,412,2934,871,3853,86,4796,1269,6487,8271,16163,6942,11846,14576,29418,6377,13610,21226
RAG2,0,1.55,0,0,6.65,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.26,0
CKS1B,0,0,1.15,0,5.84,2.34,3.13,12.25,1.7,22.62,0,2.78,13.9,1.93,35.16,0.09,2.11,0,0,0,2.13,1.07,4.24,2.2,0,2.19
PRMT1,0,12481.48,5642,7731.56,2940.88,5215.48,3201,6678.27,2348.13,4772.78,6838.43,5338.45,4125,3271.99,12211.73,2236.71,5232.65,5627,4142.29,3530.57,4667,5222.08,5640.09,3869,5761.85,6722.59
PRR20A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHN2,0,579,1157,530,304.88,863,296,303,96,356,288,87,284,268,273,182,427,654,355,478,423,600,664,307,456,794
TONSL,1,2348.52,231,721,128,237,551,2136.96,720,1349.82,514.92,629.98,546,890.97,2686.99,59,94,325,291,241,240,169,310,379,171,386
ENSA,1,14952.63,10637.09,15961.51,8388.94,10528.29,5849.33,10882.83,3498.38,12124.81,41263.64,7971.08,11404.23,6856.24,12910.45,4791.49,10090.16,11937.01,9188.71,8144.92,10473.43,13029.62,12816.91,7326.67,14764.91,13229.98
CD209,0,2054.97,2343.96,4450.21,472.95,1175.97,743.71,2680.71,243,1741,318.31,325,2278.98,381,1045.9,723.97,355.36,593,1053.59,1043.36,946.97,354.04,816.5,684.26,549,165
PCNP,1,10081.93,8153.94,9653.85,9033.99,8979.93,4992.92,9231.88,3562.81,6791.79,15612.88,5315,6863.89,5718.96,11932.75,3674.96,8705.85,5718.1,4503.85,4628.72,4831.91,9319.87,7830.92,3876.85,8607.9,8953.96
TCEA2,0,3510,1530,1294,329,768,732,843,182,1131,3514,483,1184,476,1639,346,914,1335,1170,1131,703,1523,1487,713,948,2175
AC006372.1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF101,0,1789,303,753,1006,1445,950,1032,556,546,664,505,749,604,749,297,314,453,244,396,423,433,661,688,632,643
PAN2,0,2414,777,2728,1782,1308,1028,822,382,1295,2523,341,1685,1109,1340,382,599,1574,1371,1245,1147,1280,2092,1003,1417,1794
EMC1,0,6751.11,4408.67,6569.86,4065.82,2512.33,3764.35,8271.18,2882.56,8585.54,5840.9,1783.88,3816.56,5715.46,7713.75,1160.95,2140.81,4180.24,2783.11,2900.84,4547.43,3177.96,4694.43,2148.73,2963.79,4746.47
CARD17,0,13,2,1,13,16,1,6,3,23,1,2,21,16,3,2,1,0,1,0,1,2,3,1,0,0
PHF7,0,357,95,245,146,142,93,116,46,84,584,108,111,63,211,108,100,172,121,114,130,187,239,81,162,174
PDE12,0,3581,1396,3679,1765,1485,840,1819,866,1597,3402,920,1522,1645,3633,851,1385,1770,1336,1119,2871,1879,2610,1091,2493,2053
SCN2B,0,91,386,214,68,43,71,66,22,89,99,50,234,40,157,80,394,323,459,411,149,165,695,165,84,889
CD300C,0,494,299,2460.18,128.24,391.21,86,586.53,165.39,627.16,168,95.45,301.37,286,258.79,247.94,645.3,1327.46,702,600,2098.61,1909,1255,407,2297,681
RP11-248J23.6,0,9.14,0,3.36,62.33,2,5.15,3,6.34,6.28,0,1,8.72,26.1,3,0,3.34,0,0,1.36,1,1,3.67,2.5,5.28,4.14
PKN2,1,4132,2336,4776,2719,1920,1248,3905,1979,3970,4633,1902,1559,4060,5132,912,2251,2838.65,1997,2321,1789,2734,3931,1404,2560,3606
CLN3,1,4969.7,5058.94,7641.61,838.05,3428.9,2045.18,2636.45,557.55,2918.02,5514.58,1518,3320.47,1084,10697.55,1686.47,2681.79,4551.48,3826,3069.53,3781.7,4298.91,3817.34,3016.67,4344.16,4513.52
BRINP3,0,79,206,22,37,59,19,25,9,8,60,1,57,6,8,18,400,53,137,114,36,65,164,25,16,88
ANKRD28,0,7284,2726,6011,11721,1664,1059,3883,2217,3683,3839,1480,4711,4453,6377,1346,1185,4272,2647,2104,6931,2196,6060,1367,4280,2500
KCNC4,0,293,416,646,106,143,174,273,98,226,540,211,299,123,249,122,392,731,534,488,330,289,761,310,222,1018
DKC1,7,5032.55,3319,3857,1153,1819,1896,5512.04,1920.53,4931,4425,1831,2120,2735,9670,964,1261,2160.84,1141,1571,2608,1903,2450,1774,1804,2420
MAN1A2,0,6090,4048,4959,5054,2917,1635,3394,2219,6395,6778,1154,2328,8178,1729,1117,1659,2880,1990,2099,2286,2185,4250,1571,2040,3692
ALX1,0,3,2,1,0,0,4,3,3,0,1,0,0,0,89,1,0,0,1,1,0,1,6,1,1,1
EPOR,0,1429,428,1412,132,646,422,363,91,394,471,336,464,178,812,175,388,997,608,627,326,584,587,459,472,1023
CNN3,107,27407,24171,21589,13067,10286,4766,16154,6441,11742,27898,16099,13890,8344,26838,6256,18587,17880,12693,11903,14796,12288,21665,6058,12885,20184
PILRB,0,2949.94,168.71,2627.89,838.59,864.03,1620.77,642.83,337.89,2794.82,912.32,296.18,1350.46,1912.48,1253.62,138.73,133.77,764.36,610.24,383.33,265.83,385.07,582.23,587.45,765.59,672.47
TMEFF2,0,6,16,4,15,0,4,7,5,0,4,0,2,7,2,2,19,13,21,5,7,7,115,0,7,21
PLD6,0,340.81,184.2,562.84,131,392.18,154,660.97,241.21,251.95,512.31,147.34,241.82,168,396,102,138.77,144.61,120.1,198.75,147.83,241.01,270.8,194.08,194.15,382.95
KRT75,0,14,4941.74,1,70,1,21,223,67,5,3,0,125.8,0,0,0,0,0,0,1,1.32,0,1,0,1,0
C22orf15,0,27,67,46,31,88,53,7,8,5,20,18,28,8,4,29,27,53,14,22,10,185,281,62,443,191
IFNA16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD300E,0,812,479,15147,143,117,67,3988,1196,840,88,129,273,442,1769,410,815,691,1201,174,2191,481,858,206,980,212
TCF24,0,0,0,0,2,0,2,6,0,6,0,43,1,4,0,1,3,0,0,1,0,2,6,0,4,2
FAM180B,0,6,11,5,1,0,1,0,0,1,1,0,1,1,2,0,9,1,100,10,12,4,2,1,17,5
HTR1B,0,6,21,12,3,0,4,10,11,5,7,0,21,4,19,0,7,8,2,24,4,5,13,6,12,61
TVP23C,0,427.5,114.25,307.44,620.31,226.82,120.96,506.85,271.78,298.1,573.64,113.77,249.18,314.04,215.52,105.7,59.95,219.74,132.42,152.98,170.39,185.11,268.2,161.12,118.54,284.37
ZFP92,0,22,25,37,17,15,10,15,10,7,6,2,13,21,3,6,7,40,23,31,59,31,80,13,11,28
S100A11,0,51516,28450,46738,2916,31574,11869,77217,8561,42538,51859,22259,50512,5147,26528,11469,23804,26041,18066,14633,33476,37261,28602,13057,55955,19401
MAG,0,19,17,6,0,0,3,1,0,3,3,0,0,2,2,1,127,18,117,27,3,17,113,18,16,26
OR2T10,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
LY6G5B,0,867.3,30.97,796.61,60.57,289.79,228.79,225.84,42.21,376.39,191.84,57.7,430.1,91.56,437.96,28.11,14.73,202.4,154.56,125.53,171.82,100.02,171.47,115.83,244.1,133.83
FOXP3,0,1135,170,340,56,724,297,481,34,367,311,214,509,26,233,89,34,153,78,147,40,26,217,307,66,98
TMEM132A,11,17163.52,3898,2509,1727,1303,965,22503,7572.65,9781,1517,1605,4309.82,6664.75,10091.96,114,929,1749,775,1060,648,677,1433,575,557,2096
MSL2,2,2451,1407,3015,1339,1253,1337,3474,1766,1626,2161,344,1531,1328,2856,651,822,1802,1058,1561,1862,1578,2743,1504,1657,2711
OR2A7,0,109.29,42,105,25.31,38,46,101,35,83,132,31,13,51.62,15,14,36,67,57,58,88.71,10,368,59,110,143
TRPC7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
DISP1,0,503,760,1554,1289,678,401,454,194,903,2131,143,1177,707,310,273,872,1294,1334,1472,876,1524,1851,1090,1067,3059
CNPY1,0,1,1,1,6,3,0,1,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
KBTBD6,0,822.66,982.16,916.53,921.92,671.09,456.35,742.59,384.84,188.42,1422.24,235.65,689.85,233.01,698.51,171.09,444.49,547.45,199.17,522.21,368.7,510.32,701.67,424.06,355.13,1006.84
SSBP2,0,2850,1301,1460,1737,1240,554,588,214,1278,788,452,1601,936,842,525,1250,1184,1207,1194,889,1647,2061,962,1486,2019
GOLGA3,6,8033,2455,10747,5686,1975,2227,7248,5451.99,6544,7377,1755,5149,8835,6467,1254,1352,6673,3535,3834,4970,2696,6349,2909,2969,6047
SNTN,0,78,261,136,53,520,179,9,3,0,243,183,44,0,7,211,125,225,8,125,13,1000,1239,269,2669,1098
C10orf90,0,2,2,5,5,1,0,11,0,1,9,0,2,1,2,0,1,3,1,2,0,0,0,0,1,5
PRG2,0,52.02,3.72,54.01,0,30.61,3.67,48.06,34.18,30.27,5.7,0,27.65,37.25,19.5,8.8,5,8.06,0,12.67,24.71,19.12,4.82,14.31,15.73,7.05
TPT1,3,256746.5,394696.09,346841.46,231534.69,592968.35,122952.67,213312.45,60393.27,107232.03,530910.92,135986.74,308735.72,54978.73,190984.51,178479.22,294108.44,228122.44,137649.92,155992.29,169115.07,440910.65,204343.2,156407.26,507914.49,224464.65
TUBAL3,0,4,8,7,40,2,8,10,9,15,11,38,45,12,28,0,2,7,6,2,3,18,3,2,9,2
ANKEF1,0,1449.06,379,884.99,435,519,270,458,257,726,1693,253,322,628,1130.93,224,132,309,244,271,327.99,276.99,534,241,332,436
SETD5,19,9184,2083,8201,2338,3058,2457,5547,1410,5136,5782,1192,5323,2276,6015,1015,1251,4720,3331,3697,4146,2280,6019,2745,3270,5187
KBTBD13,0,0,4,1,0,2,0,0,0,0,3,0,0,0,0,0,4,2,1,2,1,3,1,1,1,10
NAA10,0,5121,3059,3244,925,2615,1537.96,3302,1006,2821,3991,2712,1950,1585,7129,909,2365,1995,1286,1456,1671,2459,2057,1490.08,2479,2156
PCDHB13,0,134.86,380.45,153.78,279.19,62.73,67.01,88.37,65.13,261.59,122.93,129.86,239.66,230.93,188.93,36.2,139.92,196.42,124.84,154.92,169.96,80.16,287.03,44.93,37.51,248.81
KIAA2018,0,1559,796,2185,1340,560,659,1874,1118,1495,1469,178,917,1450,876,357,397,1390,958,1114,1164,893,2318,928,922,1962
UBE3C,0,14016,7260,9651,5791,3477,2494,9187,4107,12165,9160,3466,4509,10324,10830,2027,3212,5616,4075,3821,5870,4606,6822,2970,4463,6198
MUC5B,0,1199,13919,19549,261,1205,608,4048,699,7189,1041,310,733,3721,46,307,2514,20,108,77.84,1203,2773,16405.24,513,7931,381
SLIT3,0,2084.44,4565,14408.1,1370.99,1523.39,1520.33,1069,290,367,2572.09,169,3732.15,149,1658,1861,6918.65,13640.85,15087,11675,8056,6620,18127.1,4281.4,3646.75,20881
AC093157.1,0,31.06,1.09,26.12,30.98,16.41,13,7.61,1.19,29.34,16.11,9.88,18.02,8.14,15.48,3.34,2.2,16.31,1.06,4.33,9.81,6.52,4.42,12.93,6.56,2.18
DNAH6,0,55,81,99,183,180,115,23,26,5,148,37,35,15,16,75,41,152,60,78,47,273,632,139,553,529
QRFP,0,2,3,9,3,1,0,13,3,3,1,0,1,1,4,2,3,6,5,1,5,1,2,0,13,5
DPY19L1,0,14939.6,12576.36,6058.5,8676.12,3315.28,2074.91,5678.21,2055.52,7086.07,13845.32,7053.58,7033.02,5395.65,1812.47,956.92,2699.92,4002.86,2366.84,2232.68,3848.78,2281.99,4833.61,1400.88,2358.83,3644.51
H2BFM,0,2,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF208,0,415.12,72,30.16,145.96,33,11.01,19,37,14,25,76,28.52,50,305.87,3,55,34,21,38,13,38.01,58,15,14,59.99
KBTBD4,0,0,11.54,1.62,0,6.65,5.84,8.95,0,4.55,9.91,0,4.04,1.22,0.76,0.32,5.81,3.71,2.57,2.11,0,9.2,9.1,1.68,12.59,4.97
WNT10A,0,961,245,36,103,326,622,1016,333,27,465,922,163,16,188,26,25,59,32,257,46,33,122,167,82,126
OTUB1,0,12100.81,5115,8270.91,1512,5886,3492.98,8348.94,1984,6493.94,9886,2842,4305,2815,6306,2179,4059.8,5345,3766,3500.9,5177.89,6517.87,5395,3825,7021.98,5555
SERPING1,3,40696,37860,46194,1591,19634,17638,30512,1848,13287,16395,4548,25808,1134,27743,13937,21911,62622,57618,53457,32698,58985,81526,25572,54602,63334
NXNL1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
AL590452.1,0,0,1,4,42,2,1,5,32,5,2,0,1,50,0,0,0,2,0,0,1,1,1,1,3,3
FOXC1,1,1857,1113.71,660,141,771,838,805,229,1742,221.88,409.95,319,779,714.99,95,286,710,961,358,299,422.73,1116.75,301,528,912
RNASE10,0,18,9,6,1,3,3,5,2,9,9,1,11,5,5,1,1,1,4,3,6,2,2,0,1,3
RPGRIP1,0,41,70,61,67,36,21,39,14,46,45,26,59,33,66,18,21,43,34,29,27,62,41,11,34,42
SPRED3,0,94,21,23,42,5,6,61,27,27,2,20,68,23,29,0,2,5,0,4,1,0,5,1,2,2
MAB21L1,0,7,19,6,8,7,4,1,3,0,1,1,19,1,1,0,7,3,5,10,4,12,14,6,5,14
STEAP4,0,17469.15,6224,12971,1502,9513.71,7133.99,3571,1380,4943,8002.8,6169,1388,3667,2288,4731,11583,17011,36644.77,7141,16253,8860,28422.99,10389,18018.79,6338
ORAI1,0,2467,1765,3083,150,1364,1013,2283,482,1438,2291,1481,942,497,3637,938,1938,2159,1743,1960,2386,3250,2884,1915,3141,2648
CGB1,0,0.2,0.68,0,0,0.6,0,9.1,7,0,1.75,0,2.64,0,0.44,0,0,0,0,0,3,0.11,0,0,0,0
C1orf101,0,26,8,85,166,55,29,30,23,19,82,10,52,38,65,13,15,28,21,22,26,40,41,22,69,44
ZMAT3,1,2948,4764,4076,2697,1473,1213,1983,892,1260,3787,461,2280,1170,1862,766,1482,1874,1070,2104,1491,1507,2862,1750,1611,1953
MEGF9,0,4309,3341,20524,1727,3738,1507,2515,932,4093,17659,3079,1659,2969,2444,5112,4321,7813,5060,4942,7639,7595,10404,3918,5663,6014
HSFX2,0,2.83,4.89,6.34,0.02,3.04,44.12,0,2.71,38,75,0,27.06,3.52,28.37,1.77,25.99,7.73,2.52,9.19,3.75,71,109,28.36,6.43,107
TPGS1,0,803.32,626.58,347.13,51,144.26,99.39,133.19,103.06,59.63,84,213.36,82.42,129.71,458.34,152,576.95,527.2,141.9,173.55,350.26,570.33,571.38,211.68,317.85,454.53
ZAR1L,0,19,0,0,0,0,1,0,0,0,2,4,2,0,0,0,0,0,0,0,0,0,0,1,0,0
OR10A5,0,0,0,0,2,0,0,0,0,0,0,0,0,1.17,0,0,0,0,0,0,0,0,0,0,0,0
GAL3ST4,0,2297,2117,1696,265,1291,635,1103,117,2266,298,356,1620,385,1052,313,1046,522,737,572,461,312,727,372,328,583
SLC22A18,0,6534.11,2066,1905.08,263,1906,1376,1811,437.06,1595.14,3573,697,1884,661.03,2046,727,686,988,542,532,1174,1286,1173,581,1260,447
CXorf65,0,51,2,12,6,35,17,12,3,11,14,2,3,2,11,1,4,8,6,15,5,4,6,9,20,6
RP11-1C1.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
HOXA7,0,196.36,195.8,256.92,8,114.02,136.79,78.21,10.41,47.78,93.06,25.79,102.23,7,38.98,32.82,244.86,302.27,201.6,301.32,64.08,226.37,326.42,151.39,121.48,554.22
AOC2,0,160,22,94,25,16,16,63,25,24,41,15,32,29,118,10,91,236,66,133,123,130,214,49,172,196
TUBA3E,0,0,0,3.44,0,0,0,2.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.27,0
EGR4,0,73,5,16,0,2,10,27,1,1,1,2,7,4,72,1,0,9,19,1,6,5,8,4,4,10
C7orf26,0,3314,1713,2240,523,1538,1027,1445,464,1290,1810,791,1146,796,1635,588,1282,1978,1388,1286,1599,1792,1790,1256,1940,1973
RNH1,0,17075,13466,26173,2957,9278,6734,13311,4253,8787,17353,4476,8715,5526,14271,6149,12359,19894,17968,14129,21110,22760,20582,11250,23371,21128
RHBDD1,0,3010,1594,2777,947,1008,1171,2787,869,1662,2010,729,1481,869,1902,732,959,1717,1328,1146,1430,1735,2505,1212,1496,1847
TNIP2,0,4162,2361,3665,869,1356,1146,6640,2258,3473,3663,807,1598,2404,1998,700,1834,2264,2070,1691,2658,2150,2494,1543,2398,2523
OSGIN1,0,464,1186,1286,181,424,441,574,153,498,5179,194,852,214,253,1445,596,792,952,536,836,531,724,459,812.21,961
KLHL41,0,38.61,33.68,75.02,57.17,42.38,14.6,14.13,9.95,12.38,46.36,8.04,122.86,5.95,15.3,96,114.25,47.65,154,53.96,117.65,181,91,30,76.75,180
ANKRD12,0,2927,937,3826,3883,1493,1646,3083,2131,2547,2233,379,1656,3612.22,1311,699,962,2060,1614,1923,2097,1668,4091,1502,2048,3010
ANKHD1-EIF4EBP3,0,1076.04,343.08,1401.79,774.29,935.81,626.74,520.39,94,675.64,1205.6,189.76,884.96,307.23,349.32,305.63,359.7,900.99,804.73,716.89,1014.2,762.97,848.24,693.23,898.94,941.5
KLRC3,0,1.45,1.23,9.66,9.24,4.68,7.13,31.8,24.46,4.26,2.91,19.03,30.12,0,14.54,8.07,13.35,10.23,4.14,0,8.64,2.93,6.1,7.63,8.13,6.77
PCOLCE2,0,166,1108,1066,2318,228,40,366,116,1283,620,187,2355,1057,435,318,2660,3547,2107,1197,2331,4356,1957,1214,6326,2436
TSPY10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0
AMPD2,0,5501.64,3167.53,5847.93,1043.53,1141.85,1295.83,3848.09,1268.77,4036.92,3149.02,1643.97,2026.26,2595.78,3848.59,647,1040,2175.58,1977.59,1563.14,2945.33,1433.82,2272.27,1462.49,2084.68,2389.71
NLK,2,2624,1280,2215,1219,1126,648,1450,545,1857,2410,344,1089,1301,1177,394,834,1395.99,901,1058,1117,1176,1630,932,1322,1614
OR6M1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZSCAN9,0,1315,437,847,631,707,462,533,222,620,854,209,680,398,863,150,266,429,329,481,380,463,512,339,394,717
AC010368.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C22orf29,0,3125.7,1133.72,2603.76,560.66,1299.92,1209.01,2220.94,819.32,1199.74,2344.35,552.57,1305.22,742.19,1610.35,518.14,557.79,2308.79,1058.05,1944.58,1446.65,902.95,2053.59,1414.01,782.76,2594.82
PPWD1,0,1864,1152,1820,1786,1069,654,1488,682,1478,1653,428,1349,1101,1505,477,619,921,782,798,724,1011,1148,706,1220,1239
UBR2,1,3867,2528,4899,4157,2367,2127,3960,2265,2566,3371,826,2397,3221,3517,1109,1551,2915,2622,2725,2650,2680,4543,1966,2790,4136
ESPL1,0,971,129,500,176,137,191,3057,1068,1474,165,347,217,901,2864,38,39,92,39,101,231,22,168,266,110,84
ZNF532,1,8732.23,3671.77,4971.54,4939.62,1839.36,1305.59,4549.73,1707.73,3992.44,3646.72,940.85,5365.3,2643.97,3788.64,555.95,1183,2913.86,2399.99,2928.79,1879.84,1662.89,4070.9,1462.78,1547.93,4569.79
FRMD7,0,3,7,0,0,0,0,1,0,3,0,2,4,1,13,0,2,0,0,1,0,1,1,0,3,0
SCRN2,0,3676,1509,2346,627,926,1123,1546,426,1374,3409,600,1160,947,2467,563,1267,1877,1755,1153,1470,1922,1822,1134,1689,2371
VDAC3,6,6276,4699,6439,4464,6186,1823,5290,2029,5298,9864,3370,4085,3880,16387,2375,3566,3156,2275,2684,3171,3895,3447,2201,5116,4208
RPL32,0,56444.08,52506.98,42947.96,38887.44,61415.37,21043.11,25449.22,8294.02,30144.85,74749.26,45646.11,45795.65,17843.18,74526.33,23733.05,38302,38700.12,23534.41,26597.05,25416.36,61008.34,32895.19,30830.64,44709.75,43626.44
ZSCAN5A,0,177.95,141.89,381.84,119.69,188.59,136.95,236.95,98,162.91,179.95,65,123.86,130,199.63,140.72,152.69,198.93,191.9,129.98,246.74,255.96,307.95,154.97,348.86,284.87
LPO,0,4,52,11,7,3,17,12,2,97,15,1,11,36,43,2,0,5,2,5,3,4,3,9,7,11
TEX101,0,3,0,1,0,0,1,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
