Gene_name,TCGA-38-4625-01A-01R-1206-07,TCGA-44-3396-01A-01R-1206-07,TCGA-38-4627-01A-01R-1206-07,TCGA-38-4626-01A-01R-1206-07,TCGA-44-2665-01A-01R-A278-07,TCGA-44-2661-01A-01R-1107-07,TCGA-44-2657-01A-01R-1107-07,TCGA-44-2668-01A-01R-0946-07,TCGA-44-2668-01A-01R-A278-07,TCGA-44-2662-01A-01R-0946-07,TCGA-44-2655-01A-01R-0946-07,TCGA-38-4632-01A-01R-1755-07,TCGA-44-2665-01A-01R-0946-07,TCGA-44-2662-01A-01R-A278-07,TCGA-38-4625-01A-01R-1206-07.1,TCGA-38-4632-11A-01R-1755-07,TCGA-38-4627-11A-01R-1758-07,TCGA-44-2665-11A-01R-1758-07,TCGA-44-2662-11A-01R-1758-07,TCGA-44-2661-11A-01R-1758-07,TCGA-44-2668-11A-01R-1758-07,TCGA-38-4625-11A-01R-1758-07,TCGA-44-3396-11A-01R-1758-07,TCGA-44-2657-11A-01R-1758-07,TCGA-38-4626-11A-01R-1758-07,TCGA-44-2655-11A-01R-1758-07
ECI1,0,2572,2023,2192,742,2240,1442,1501,592,2203,3223,2708,1849,1575,4475,896,2388,2056,1617,1459,1532,3242,1971,1382,2482,2530
C1orf162,0,2059,1415,7329,295,2312,890,1651,301,2881,1387,681,776,831,1456,1450,3087,4701,2474,2748,6509,5899,5518,2618,10764,2379
CRHBP,0,15,44,46,4,35,17,3,1,12,21,6,12,6,11,31,64,32,18,38,13,35,33,31,39,54
TIMM17A,0,4186,3123,4975,4480,2780,1260,7560,2601,4480,8078,2017,5067,2936,6789,1236,2245,1794,1169,1289,2278,1934,1965,1250,2742,1781
EHF,2,8015,3024,5614,4885,3159,1543,7014,4343,3110,6344,766,2292,3674,7155,1143,487,1856,1138,1153,1408,1504,3069,1197,1439,2175
CD1B,0,55,37,16,188,384,88,85,13,4,173,88,259,2,13,11,41,49,39,165,157,20,117,272,38,55
POLR2F,0,3176,2285,2526,707,2582,1058,1932,561,1738,3803,1892,1668,1036,6789,786,1868,1498,1056,1012,1131,2496,1491,996,2202,1889
EAF2,0,318,169,339,178,524,542,95,44,241,351,114,142,191,217,165,164,93,91,96,113,218,175,449,322,141
DNASE2,1,10098.84,6197,10346,2720,5384,3254.98,6065,1843,3918,6066.98,2154.97,4934,2203,17288,3919,4879,6246,3741.97,4678,7864,8646,7266,3993,9146.98,5939
FTH1,3,340916.7,178774.67,338013.46,39894.54,163727.7,85075.01,351544.95,53968.74,409726.83,309348.94,50247.3,140162.31,118991.94,214660.23,148566,182431.6,228456.06,159328.55,132032.06,273681.3,344534.11,269448.96,119274.76,373799.93,163156
RLBP1,0,0,0,0,2,0,1,0,0,11,0,272,0,5,291,0,0,1,0,0,0,0,3,1,0,0
TBCC,0,1828,1498,1589,1321,1649,1129,1378,623,640,2208,662,1187,668,2084,549,810,1040,585,977,1068,1347,1171,995,1213,1436
DNMT3L,0,0,0,1,0,0,0,0,0,0,0,0,1,6,1,0,1,0,0,0,0,0,0,0,0,0
ISG20L2,5,4884.21,2372.64,3385.73,951.75,1811.41,1639.27,5186.2,861.46,2795.68,4658.27,1383.22,2925.43,707.88,5003.36,636.55,1209.5,2017.24,1603.96,1590.37,2197.46,1804.08,2426.84,1516.07,2315.98,2442.96
TRUB1,1,1448,1803,2236,3195,1396,746,1956,1002,1194,2637,1212,1458,1461,4155,678,1113,941,443,553,708,1281,1179,610,1077,1247
FUT1,3,969,214,917,88,518,256,422,204,253,421,220,109,196,892,224,502,465,775,687,413,926,903,499,681,1525
NGB,0,0,11,1,0,2,14,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TBCCD1,5,1187.36,935.85,1070.84,874.73,737.76,390.66,1098.44,440.59,690.17,767.7,277,825.33,555.88,692,243,628.64,698.65,461.65,478.84,620,667.23,836.09,443.87,926.41,808.51
MYOM1,0,64,129,133,58,36,52,56,29,95,291,41,33,100,54,52,159,177,101,80,113,186,219,77,167,290
C15ORF37,0,268.52,103.31,375.64,51.37,231.21,41.67,186.22,91.42,99.4,226.7,91.18,54.88,81.67,123.28,142.74,175.43,459.5,142.98,70.62,286.62,311.87,259.93,186.71,238.89,163.44
ZMYND10,0,535,519,283,113,611,309,137,40,44,480,200,153,23.52,65,303,192,580,85,291,97,2179,2501.99,718,4115,2296
C12orf23,4,7104.9,5813.01,5346.47,7383.58,3938.79,1702,7200.99,2753,5114,4562.44,3145.28,7069,4157.3,6439,1205,2802.25,3019.82,1711.19,1952.35,2062,2394,3253,1335.47,2316.54,2693.32
C17orf96,0,1379,283,320,206,197,239,783,311,321,194,289,397,189,1361,66,56,226,239,96,324,84,304,265,98,296
RPL22L1,1,2434,1748,2728,1369,1531,611,2303,827,1458,2806,848,1375,972,3740,831,1152,662,432,491,721,1017,681,788,1427,670
SLC38A6,0,1205.11,975.81,1986.78,915.32,1636.58,406.69,621.38,207.95,865.07,2340.57,556.6,684.02,714.37,685.7,1665.76,706.98,514.7,323.29,431.46,785.14,865.79,762.28,319.97,1642.06,330.89
WDR11,0,4703,3338.36,5237.33,4690.87,2768,1787,4925,2462.28,4686.68,5421,1359,2708.41,4649.82,3001.06,1184,1771,2854,2013,2268.88,2534.01,2509.97,4107.4,1944.22,2686,3646
PTPRR,0,51,73,109,272,77,36,67,24,39,207,10,244,19,27,22,165,76,158,154,30,159,241,120,119,322
FN3K,0,1695,675,1198,104,770,550,622,56,844,1643,407,816,160,1234,274,482,1170,1209,869,682,1106,992,695,1056,1478
C19orf68,0,253.95,132.87,281.16,0,34.91,67.31,128.59,27.51,141.28,85.51,14.51,56.8,38.12,143.65,26.72,57.56,223.4,137.8,139.39,142.48,133.79,255.67,107.02,69.76,355.45
METTL18,0,417,523,419,701.96,521,282,532,215,583,1481,207,638,438,616,158,232,231,145,293,202,398,293,289,274,438
PPCS,0,4811.57,3991.51,4702.29,2216.43,4351.79,2684.75,2981.42,978,4124.94,9115.88,1905.4,3230.74,2313.29,4476.07,1807.26,3312.24,2480.27,1608.66,1922,2282,4012.48,2737.68,1804.45,4105.28,2847.45
KLRK1,0,660.72,84.64,264.21,128.7,593.54,512.11,565.94,269.22,114,147.71,71.61,83.92,100.46,254.22,246.21,363.82,89.83,224.52,154.84,366.05,179.5,373.31,528.09,321.51,232.98
ALOX5,0,5616,2111,7137,4807,4437,2182,7845,2570,6935,3278,1437,6349,4578,1709,964,4710,14827,7087,7863,21375,19890,15448,6933,27697,10278
BCL7A,0,1424,1014.91,1488,489,603,534,874.84,320,661.96,1162,791,897,402,1757.86,264,482,1319,793,1135,1035.92,953,1446,1333,836,1564.88
THOC2,0,4102.29,1776,6454.23,4134.66,2075.02,1880.1,4592.55,2178.86,4416.81,2784.82,714.55,2604.87,4097.58,5075.96,776.42,1052.76,2607.59,1927.68,2167.59,2710.77,2054.58,3553.93,1821.32,2043.22,3057.02
UTP14C,0,3424.39,2109.39,3587.32,2747.19,1625.03,1320.52,2389.71,1160.15,1232.71,3416.89,383.5,2174.99,1016.89,1462.67,794.55,1178.64,2266.26,1447.07,1809.91,1535.89,1926.02,3163.92,1321.82,1648.34,3209.04
CORO1C,56,17232,16949,26274,7539,7711,3431,23886,9465,17355,8699,5300,12205,11518,22234,6784,13639,17475,10962,12648,26743,21431,24797,7067,26111,16625
SHANK3,0,2037,996,4433,140,570,589,1615,391,697,1128,280,664,310,1190,343,964,4298,3275,2947,1951,2079,5255,1456,1556,6763
SERPINB1,14,22264,8972,22144,10460,15055,3547,28144,9202,14017,26178,7284,14317,8109,18705,6427,11692,8910,17058,5348,22550,10567,13397,5694,22037,8726
KRT38,0,0,0,0,0,0,0,1,0,2,0,0,0,3,0,0,0,0,0,1,1,1,0,2,2,1
DCLK1,0,5761,2443,802,512,695,1181,552,267,385,341,1416,384,311,210,156,278,490,669,575,416,189,680,402,236,475
RP11-613M10.8,0,9.24,0,0,51.64,5.6,1.16,11.07,0,0,0,0,4.58,37.25,0,0,0,5.52,12.2,0,4.18,0,7.82,2.31,5.13,7.01
HIPK3,0,8535,7450,12118,11245,6029,3132,7063,5228,3675,9449,1307,4424,5857,7783,3275,6150,9079,6137,4937,11541,7227,14265,3475,8927,8680
MESP2,0,25,34,30,23,125,37,50,8,25,48,7,25,23,21,8,7,8,2,8,5,10,2,6,14,12
LRRC8B,0,4450.92,1025.96,3231.95,1037.88,1036,857,2034.85,976.95,2963,3299,912.94,751.98,2715.33,1582,626,873.85,1514.02,1058,1000,1661.93,1217.81,2470.78,909,1557,1559.69
MAP9,1,2505,1070,1681,2543.91,820,517,844,396,1931,1289,500,1418,1857.83,1471,481,593,876,410,564,459,785,1400,455,822,1087.97
HOXC5,0,5.12,29.2,9.84,0,0,0,29.65,7.11,0,3.08,3.5,3.1,0,17.76,0,3.1,15.94,35.81,18.77,5.04,0,0,0,0,23
SYF2,0,4304,2925,4224,2046,2131,1699,2926,909,2678,6197,938,2759,1497,3506,1250,1891,2317,1659,2226,1770,3388,2955,1747,2635,3546
PRAMEF11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1orf115,0,634,860,3120,182,484,551,743,258,503,1707,59,322,271,345,715,2131,2901,3595,3081,1772,3272,4186,2186,2626,8516
EXOSC8,0,1733.96,806.2,1324.08,1363.07,1425.96,687.67,1314.84,482.45,604.2,1750.76,738.06,1209.02,429,2127.16,392.07,819.28,697.47,540.2,512,608.18,848.54,725.06,503.05,1027.92,856.95
CISH,0,2838.26,930,11872.2,514,2885.8,1242.58,2838.1,877.75,3155.91,3631.65,2015,1967.29,1470.18,1392.74,1711.73,1829.26,7341,3636.24,2077.01,3379.98,4177.65,4363.76,3448.16,4530.03,3969.1
SOGA3,0,270.74,57.64,85.8,1.69,35.23,0,73.5,30.06,251.72,122.68,6.46,36.6,362.69,372.47,0,42.44,268.72,414.37,242.55,146.73,32.94,335.7,92.16,3.65,745.33
AC103809.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EMILIN3,0,18.72,15.87,16.65,5.33,20.97,22.8,25.27,3.98,4.76,52.22,0,30.1,4.43,6.31,3.84,18.45,29.25,84.89,45.31,7.13,25.96,46.25,30.99,19.55,142.84
OR13F1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DDOST,4.95,34738.73,21598.83,29051.61,12803.71,19098.75,17046.6,22986.15,8143.39,23746.76,31079.61,11310.73,17705.22,15163.33,32080.97,7196.58,10889.31,14833.2,10303.29,10517.8,14584.56,13769.69,14593.21,10179.83,14147.77,13770.57
IFNA7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KIAA1239,0,0,1,0,0,0,0,0,0,0,0,1,1,3,0,0,0,1,0,0,1,1,1,1,0,0
RBM3,2,20844.99,21233,28974,16353.91,27543,7897,19767,6783,15712,25374,10948,20909,10095.99,28844,9522,13245,15797,8615,8961,16281,17152,15592,9380,23791,13409
MAN1A1,0,8687,7960,8639,14199,3998,4291,4801,2101,7805,7669,1794,8250,7535,3778,2526,5716,5241,4180,4698,9074,9112,10711,3254,9023,6203
OR51I1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
SLCO6A1,0,0,0,0,0,0,0,95,53,14,0,14,0,19,7,0,1,0,0,0,0,1,0,0,1,0
SCCPDH,0,2844,2930,5700,3844,2677,1211,5365,2131,3650,13129,2700,2967,2973,20849,1792,3838,2814,1598,1984,3153,4445,3693,1499,5331,2595
BCL2,0,1112,977,1029,509,869,913,672,332,408,820,115,493,377,361,331,527,993,687,1075,654,884,2273,1300,601,1108
ANP32E,17,5969,3638,6118,2523,2703,2107,8664,2952,8496,6655,2408,4568,4585,7703,1111,1920,2994,1693,1891,2255,2873,3463,2597,2134,3804
ATP5C1,0,14623.99,7767,10090,6483,8286.99,2979.99,9843.99,3265.99,6400.97,14419,9315.99,7635.87,3821.99,19830.93,4410,7382.99,5631.99,3822,4176.99,5182.99,7462.99,6035.99,3762.99,8465,5899
POM121L2,0,0,1,0,1,3,3,9,0,2,2,0,3,0,3,0,0,1,1,2,1,0,1,2,0,1
AAED1,7,1340,1314,2334,1361,921,381,1644,762,755,1841,721,1095,664,1952,806,1521,1890,1593,964,2231,1949,2075,623,2990,1413
ARHGAP25,0,2163,1077,3523,423,1539,1608,1353,571,1143,1707,394,720,725,1077,1552,1308,2231,1884,1951,1645,2215,2995,2937,1828,2727
CRAMP1L,0,2379.52,959.57,3019.08,967.33,1069.51,1115.54,2353.25,832.73,2576.66,1657.31,402,1763.33,1389,1834.06,364,409,2014.54,1254.46,1764.6,1608.75,1093.74,2477,1314.61,1002.65,2809
CYSTM1,0,4646,2766,8185,1156,4489,1727,1875,503,3831,6749,3153,2999,1549,2667,2352,5536,5978,5182,4249,4904,6254,6629,3722,7161,6593
SLC1A2,0,45,60,376,198,153,100,113,74,98,182,5,74,128,50,256,86,228,153,167,179,122,241,370,59,273
STK16,0,3215.62,2117.64,2742.52,803.58,2517.71,1326.03,2173.19,586.1,1784.96,5723.19,2227.54,1671.38,853.4,3031.35,989.47,1593.45,1591.32,1066.52,1194.57,1238.24,2123.02,1763.54,1320.94,2185.62,1652.26
CCDC92,1,3608.41,2168,4105.04,399,1982.74,1268,3357,562,2108,3094,1347,2636.8,573,2328,1036,2232,4738.3,3463,3155,3605,3798,4467,2772,3042,5463
MAPKAPK2,15,15742,11067,16183,5019,6590,5952,23036,5828,13376,19312,7375,9823,6205,20992,3636,5990,13184,11060,7352,16416,9028,13496,6348,12171,10179
LRGUK,0,27,15,21,51,28,24,14,4,19,20,1,8,27,4,11,2,18,12,13,8,49,111,22,116,71
HTR1F,0,14,19,33,10,8,12,11,10,6,14,2,6,7,13,4,29,20,16,29,6,9,32,4,9,29
IRF1,3,15992,2528,8962,1705,5804,4276,13317,4650,4619,4768,1440,2625,2858,7192,2923,4322,4107,20369,4947,6512,6101,7119,5186,12004,7996
TSHB,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
RNF19A,0,22318.07,4038,6462.63,9228.08,4613.79,3337,9207.33,5487,2454,6108.88,4944.8,5174,2641.62,3087,1526,3634,4029.62,4570,3922,4047,3121,6573.22,3016.81,3790,5671.55
AFMID,23,1772,892,2533,597,1158,584,1569,537,1331,1984,1093,1316,797,1141,418,1133,1004,738,657,1020,1300,911,609,1409,1112
WDPCP,0,472,288,337.02,523,229.02,117,283,176,298.04,351,90,223,480,193.03,86,144,218.06,176,157,183,223,372,138,297.01,329
UBLCP1,1,5898,2412,4638,1100,2910,1326,2619,598,2716,5500,1142,2305,1084,2743,1350,1845,2063,1049,1384,1729,2387,2362,1509,2558,1948
SAMM50,0,4056,3533,3488,1116,1985,1565,3287,1123,2246,4096,1081,2016,1482,5357,781,1489,2391,1555,1724,2284,2729,2571,1752,2779,3053
FAM209A,0,15.52,0,16,1,6,4.16,5.09,2,4,7.23,0,3,4,4.08,1,3.15,8,5,1,3.01,3,4,6,4,3.34
DOCK9,0,8616,4302,12771,3238,2529,2415,6825,3749,5003,4388,878,1799,5092,3358,1388,2613,12370.98,6280,6092,7958,5179,15361,3726,4022,14972
CLDN18,2,68,314,41041,95,19876,3265,93,34,7,9859,149,27,68,2760,19501,21813,68519.64,44428,55668,42897,55026,77676,36213,49027,47521
EXO1,0,771,188,180,337,98,134,1557,720,1237,201,337,264,873,3010,25,44,41,26,33,114,23,52,101,36,52
C12orf36,0,1,224,8,0,3,1,96,34,3,1,2,0,1,0,0,0,0,0,0,0,3,4,1,5,0
IAPP,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
ENTHD1,0,26,30,12,208,48,12,11,5,67,19,14,218,55,4,7,7,9,5,11,3,4,7,23,10,2
LRRC4B,0,165,186,378,6,25,61,38,19,29,100,9,21,7,72,41,600,188,274,221,62,285,412,131,145,440
ZXDB,0,683.24,1001.18,1269.93,807.96,618.09,431.21,1102.55,350.57,576.21,1092.94,209.6,779.54,416.81,999.58,297.96,486.24,836.37,959.17,729.91,945.5,771.44,1371.22,578.58,772.82,1356.96
SLC20A2,0,5563,4338,5646,1802,4598,2198,4508,1713.72,3874.16,5290,882,2234,2780.72,8579,1031,2237,4378.74,2816,2534,3370.78,3245,4926.1,2189,3354.77,3826
AC008498.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC00692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF691,0,804,512,745,529,965,571,375,123,471,1063,297,773,321,613,184,324,415,190,399,356,526,454,390,442,555
UCP1,0,0,6,2,0,0,2,1,0,0,2,1,0,2,0,5,4,1,1,0,0,2,5,0,1,2
PNMA3,0,59,83,33,46,55,299,23,10,11,33,2,87,10,23,1,2,15,9,14,16,16,31,82,15,17
TDRKH,0,1686.24,827.34,1694.54,938.16,1052.24,764.34,2351.51,791.48,2659.86,5020.99,1008.85,1116.08,1482,1846.88,347.59,373.08,585.75,525.83,565.64,595.6,716.65,793.89,551.18,521.42,831.93
IL1R2,0,2076,157,889,79,112,48,1541,612,492,120,312,79,367,496,133,131,336,288,115,1083,179,678,84,246,63
IFI30,40,55534.39,18141.55,162361.68,4813.22,38187.82,17633.85,39045.37,10185.19,27356.04,13617.41,14696.01,9442.54,12263.8,32125.76,31285.68,47200.01,46013.26,20314.55,25155.66,95560.33,65507.72,62300.57,28281.67,120447.95,28524.44
CD1A,0,549,78,287,1503,2215,74,105,32,24,1980,784,3022.96,22,116,42,39,51,20,125,224,43,81,349,235,105
BIN3,0,2721.46,1027.84,1607.01,490.69,920.64,483.66,1119.29,385.74,597.54,2083.24,518.44,839.33,369.7,673.43,419.67,798.67,1177.43,944.17,776.2,1344.94,1194.93,1093.71,691.59,1455.77,1158.25
KIF11,0,1745,758,903,814,472,452,5033,2240,2008,567,1076,616,1730,4882,120,161,167,93,251,302,110,305,490,194,240
INPP5A,2,1231,1579.92,2675.25,887,854.1,708.76,1998.05,809,722.2,1727.06,957.46,1125,534,1248.63,754.57,1836.66,2172.85,2241.12,1779.23,1911.64,2648.37,3477.49,1105.79,1768.78,3856.04
MKLN1,0,4015.74,2207.33,3557.23,4974.08,1894.21,1160.69,3619.28,2173.15,4303.32,3439.27,1449.74,1830.61,5855.19,3133.35,760.78,1128.3,2023.41,1548.28,1485.86,2010.52,1355.77,4016.63,1125.12,1446.28,2927.37
AC007919.2,0,1,0,0,0,1,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
ST8SIA6,0,18,33,89,21,47,28,11,9,3,22,1,7,5,22,96,200,78,179,93,155,383,829,99,181,618
ZNF705D,0,27.13,1,0,0,0,0.5,0,0,2.48,0,0,0,3.87,0,0,0,0,0,0,0,0,0,0,1.7,0.53
SOWAHC,1,1098,1069,2240,684,637,522,1814,961,635,2284,631,705,617,766,434,1075,1619,1169,1606,1936,1691,2134,804,1903,2394
P2RX2,0,6,2,53,0,38,104,4,0,0,105,1,1,2,16,18,89,9,199,30,34,92,67,153,80,80
CHD7,0,1732,363,1690,697,387,514,2360,1875,1371,1088,598,484,1858,1960,207,272,1620,905,1107,1672,504,1841,920,595,1478
AMOTL2,0,5496,4084.78,8418,1925,2415,2108,6240,2402,2048.65,5836,605,3548,1570.93,3488,1129,2844,7616,5768.65,12276,3709,6440,8708.86,5090,2857,20004.87
TCP1,0,17063.39,7231.22,11656.68,8562.12,7199.99,3499.28,13564.92,5617.63,11943.59,15130.45,4951.8,7876.84,9454.1,20191.76,3558.74,5300.29,6742.37,4998.87,5240.08,7693.12,6676.54,7396.95,4536.78,7926.84,8377.61
QDPR,0,2346,1640,3559,486,1367,566,1626,481,1800,3057,532,1230,870,1817,1061,2426,3419,2558,1750,2341,3337,2361,1873,2572,3032
ACTR6,0,2223,1426,1565,1274,1561,536,978,371,1294,2352,618,1041,1021,2328,795,1218,878,612,688,684,1496,1158,659,1548,1321
C5orf38,0,26,246,1734,56,369,511,107,23,7,530,30,404,6,60,463,521,1044.7,849,683,711,1026,791,788,808,1122
RTN4IP1,0,625,361,512,191,363,951,377,128,401,946,166,189,273,1142,131,217,277,205,191,292,362,268,275,305,337
CD101,0,439.21,322.15,272.19,230.62,489.39,238.28,361.22,135.85,375.83,273.46,153.63,185.46,247.86,69.7,100.48,384.18,2019.12,765.25,1046.35,3824.57,4035.78,2302.03,634.43,4281.96,1356.96
NEURL1B,0,6271.25,6875.55,4300.26,1345.14,763.77,1255.71,3814.09,1617.08,1242.29,3753,605.14,1319.37,1007.77,579.91,545.37,1622.13,3863.48,2167.02,1815,1399.69,1816.19,5659.46,1003.34,1008.98,5510.23
C9orf153,0,6,1,6,14,2,2,3,3,3,5,1,6,3,2,3,13,7,2,8,2,4,9,2,2,13
COPS8,0,6082.19,4991.5,4225.85,2985.39,2068.19,1952.77,4925.32,1794.42,3681.13,5536.09,2619.14,3247.17,2447.59,3132.19,1165.62,2494.29,2368.12,1604.27,1759.24,1917.89,2574.68,2569.1,1474.52,2442.29,2747.63
RP11-94B19.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ST6GALNAC5,0,1324,1009,503,734,352,173,723,262,1018,283,385,698,791,838,274,775,1844,1942,1567,418,1152,2170,626,690,2353
PAQR8,1,1319,1383,1553,441,1775,871,911,301,822,684,406,580,550,834,536,1048,1576,873,1298,1805,1148,2225,767,2183,1431
PNPO,10,4638.37,1565.18,2709.39,1055.81,1443.53,980.62,2733.9,1070.54,2707.98,3496.14,1093.72,1466.8,1539.55,3419,736.37,915.89,1417.92,810.59,891.69,1221.43,1321.31,1414.72,940.35,1638.75,1485.01
ZNF157,0,12,4,9,23,21,6,4,1,2,6,3,2,2,14,2,2,3,1,5,3,8,12,9,27,14
C19orf25,0,3176,1348,1764,417,1776,1207,1552,484,1958,1560,832,1398,1250,1592,496,1518,1447,1151,1036,1089,1573,1291,1200,1646,1680
LSG1,1,5571,2147,3305,2383,1627,1373,5033,2097,4687,3860,673,2153,3488,3980,645,1133,2083,1236,1362,1864,1526,2647,1390,1747,2289
IQCC,0,392.25,134.77,246.85,227.95,279.98,278.89,198.87,98.96,332.04,299.8,95,316.8,217.75,351.83,60.13,58,148.98,57,132,98.98,156.87,164.57,144.83,216.98,197.87
GLUL,1,76274,59282,189266,36140.99,34560,20437,73471,27933,73773,87337,8673,36230,54245,37327,91709,59406,79295.3,44232,36051,123455,88996,116890,28895,104924,53588
TBX1,0,296,101,172,10.79,259,66,595,113.9,6,65,64,56,1.13,37,39,93,240,111,164,122,190,489,108.99,174,317
TMED7,1,12114.55,9803.07,13255.97,19114.78,8556.6,3374.98,17621.48,7890.36,11715.61,12866.65,4639.02,13060.34,11146.75,10596.57,4160.95,7267.53,6226.21,3771.69,4092.35,5596.88,8204.87,8027.72,3367.41,7991.25,7304.04
GABRA5,0,1,12,1,4,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1,0,2,1,0
IL18R1,0,653,250,1091,291,322,145,3145,1323,995,211,67,205,822,696,112,143,318,373,300,860,734,1074,209,1905,271
TRAPPC1,0,6566,4571,8140,236,3985,2609,3432,545,3686,10906,2114,3066,620,5745,2485,4240,6152,3932,3908,4690,5544,5474,4114,5955,5530
DCN,0,98933,158892,74395,124210,63333,28874,46117,15033,25043,33169,12207,128651,14769,23510,19714,66345,52528,84020,90985,45384,102024,90379,27346,51030,87976
ZFYVE9,0,1175,1381,2189,1403,485.97,707,1085,679,1454.95,1515,353,749.99,1640,1574,493.91,996.99,2999.94,2886.97,3001.99,1479.91,1589.77,4123.71,1548,1047.88,4661.83
ATP5L,0,10289.95,9310,10423.96,4055.95,12909,5858,10891.98,3324.31,8912.99,14372.98,20696.87,7747,4706.65,11574.57,5455,8901,6899.99,4560.99,4807,5875.99,10428,6550,5525,11603.99,7195.99
SRR,0,694.52,748.97,989.95,194.28,390.72,231.08,547.59,178.99,197.39,581.04,185.05,217.83,91.44,498.09,318.15,557.14,358.31,246.92,342.65,480.13,484.91,430.76,319.85,676.54,590.33
PCNA,0,11021,4769,4886,2556,3939,2488,4981,1651,5720,6617,4996,3027,3751,23120,1374,2440,2294,1483,1960,2357,3132,2664,2375,3500,2946
CWC27,0,2111,1265,1727,687,769,469,2004,727,2015,1566,367,1322,1210,1478,440,793,996,765,745,799,980,1142,664,975,1327
ANKRD54,0,1618.16,1100.89,1626.44,738.28,1027.65,866.33,1768.57,569.15,931.15,1757.47,894.35,1292.32,602.66,1886.73,326.25,692.82,943.85,672.55,763.34,993.6,1153.16,1253.05,902.79,1580.24,1290.13
ASTN2,0,180,368,249,155,220,149,122,43,94,803,83,152,63,134,57,156,174,125,192,160,292,524,172,315,268
RGPD6,0.5,2404.76,1172.36,3184.65,5305.86,1782.71,952.49,1888.84,1798.1,1117.76,1972.43,547.95,1318.35,2539.27,776.8,150.95,428.79,1969.67,1307.81,1305.33,1651.97,1405.26,2760.75,1170.17,2176.81,1889.9
MAFG,4,3523.96,2094.96,4562.86,519,1115.96,1029.97,3066.98,858.69,3003.86,4002,886,1112.92,1486.84,1919.91,1157,1197.97,3279.96,2923,2517.98,4374.83,2292,3942.96,1825.93,2658.98,3855
C1orf222,0,30,83,61,9,88,59,27,20,11,23,21,17,9,12,23,21,107,14,67,8,241,636,145,471,573
EPHB2,2,8422,3174,3408,692,1276,510,9775,4092,23159,741,1392,889,16104,6279,519,306,535,595,831,788,268,712,467,599,731
ZNF780A,0,892.21,582.4,1040.88,1071.31,692.28,534.5,583,399.23,1616.27,746.03,563.76,437.4,2176.22,399,218.67,336,625.09,323.97,601.13,536.8,610.9,859.19,494.57,592.5,879.69
RPL27,1,48732,49001,42705,29257,69784,16667,25683,7402,32467,72655,47184,33687,18364,71623,26978,46275,28905,15764,17968,20017,59040,24474,22376,56300,32042.87
TRIM34,0,1708.95,778,1506.98,797.38,902,473,1294,412,615,1537,367,828,411.01,2446,521,479.13,694,649,647,655,960,961,608.58,932,966
ANAPC16,0,5094,5574.97,7682.98,4117.95,7419.99,3324,3868,1274,3451,13155,3874,4433,2228.77,6015,3605,5906.97,6138,4409,4367,3972,9875.95,6812,4475,8546.98,7532
STAR,0,21.58,2.33,80.97,9.27,12.35,18.33,14.62,6,9,17.21,50.72,2.06,4,20.44,1.08,2,14.67,4,2.16,8,5.16,22.34,35.31,6.17,6.12
BZW1,86,36571.73,28993.63,26198.64,36751.49,16718.05,10268.5,74338.78,28328.06,23799.38,44085.27,17975.19,28519.86,18742.58,26375.83,6747.74,13085.4,11553.79,8529.35,8342.08,14775.52,11821.18,14551.15,7375.99,16744.83,13353.03
SPDYE3,0,670.87,181.97,310.52,55.72,138.67,146.9,225.4,41.96,342.73,357.16,164.01,186.18,106.48,250.93,61.96,97.58,196.49,150.57,185.53,125.28,162.69,251.17,179.84,160.44,316.51
OR52I1,0,3,0,1,5.84,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,2
DENND2A,0,692,942,1742,205,252,297,738,223,299,586,430,469,169,643,378,1444,1730,1927,2359,1259,1201,3120,562,918,3214
ITPKC,0,6844,2422,11385,1721,1469,1094,7494,2805,6096,3391,3911,3079,3972,2676,1984,3286,10785,45620,1550,10875,3369,15363,1290,11924,2577.91
GGCX,1.03,8277.88,3498.82,7732.2,1809.41,7028.63,3767.41,3330.65,1456.57,3495.74,8970.94,4403.43,1691.76,2979.5,4175.15,1026.74,2280.99,4317.98,3429.51,3118.69,3321.96,2955.12,4589.64,2663.16,2521.69,4221.11
